State,Item,Cropping,FarmNum,Time,CropNum,PlantHeight,NumberOfLeaves,LeafLength,LeafWidth,PetioleLength,StemDiameter,NumberOfFruits,EnvDataCount_7d,ExTemperature_7d_mean,ExTemperature_7d_min,ExTemperature_7d_max,OutInsolation_7d_mean,OutInsolation_7d_min,OutInsolation_7d_max,InTemperature_7d_mean,InTemperature_7d_min,InTemperature_7d_max,InHumidity_7d_mean,InHumidity_7d_min,InHumidity_7d_max,RemainCO2_7d_mean,RemainCO2_7d_min,RemainCO2_7d_max,SoilTemperature_7d_mean,SoilTemperature_7d_min,SoilTemperature_7d_max,OutInsolation_7d_sum
BoRyeong ,Strawberry,1,17,2020-12-04,1,30.0,7.0,12.0,9.0,11.0,26.2,12.0,7,2.8467857142857147,1.5583333333333333,5.495833333333334,97.25198412698413,46.05555555555556,127.5,11.021587301587301,10.0625,12.295833333333334,89.2445634920635,87.17916666666667,93.44444444444444,569.8924603174603,420.7916666666667,681.9,13.771349206349205,11.827777777777778,15.608333333333334,680.7638888888889
BoRyeong ,Strawberry,1,17,2020-12-04,2,33.0,7.0,13.0,7.0,9.0,27.3,11.0,7,2.8467857142857147,1.5583333333333333,5.495833333333334,97.25198412698413,46.05555555555556,127.5,11.021587301587301,10.0625,12.295833333333334,89.2445634920635,87.17916666666667,93.44444444444444,569.8924603174603,420.7916666666667,681.9,13.771349206349205,11.827777777777778,15.608333333333334,680.7638888888889
BoRyeong ,Strawberry,1,17,2020-12-04,3,34.0,8.0,12.0,9.0,9.0,22.5,10.0,7,2.8467857142857147,1.5583333333333333,5.495833333333334,97.25198412698413,46.05555555555556,127.5,11.021587301587301,10.0625,12.295833333333334,89.2445634920635,87.17916666666667,93.44444444444444,569.8924603174603,420.7916666666667,681.9,13.771349206349205,11.827777777777778,15.608333333333334,680.7638888888889
BoRyeong ,Strawberry,1,17,2020-12-04,4,27.0,9.0,11.0,11.0,12.0,23.7,11.0,7,2.8467857142857147,1.5583333333333333,5.495833333333334,97.25198412698413,46.05555555555556,127.5,11.021587301587301,10.0625,12.295833333333334,89.2445634920635,87.17916666666667,93.44444444444444,569.8924603174603,420.7916666666667,681.9,13.771349206349205,11.827777777777778,15.608333333333334,680.7638888888889
BoRyeong ,Strawberry,1,17,2020-12-10,3,34.0,8.0,12.0,9.0,9.0,23.0,7.0,7,2.7671635610766043,0.9166666666666666,4.779166666666667,94.88445793337097,43.0,141.45,11.262792678336154,10.520833333333334,12.145454545454545,89.88004187841145,87.51,92.55,625.5230048936571,592.9166666666666,661.9,15.15619706380576,14.841666666666667,15.672727272727274,664.1912055335968
BoRyeong ,Strawberry,1,17,2020-12-10,4,28.0,8.0,11.0,12.0,12.0,23.8,10.0,7,2.7671635610766043,0.9166666666666666,4.779166666666667,94.88445793337097,43.0,141.45,11.262792678336154,10.520833333333334,12.145454545454545,89.88004187841145,87.51,92.55,625.5230048936571,592.9166666666666,661.9,15.15619706380576,14.841666666666667,15.672727272727274,664.1912055335968
BoRyeong ,Strawberry,1,17,2020-12-17,1,31.0,14.0,14.0,9.0,12.0,26.7,5.0,7,0.5915890269151142,-5.391304347826087,6.883333333333333,85.0988612836439,25.083333333333332,123.04166666666667,11.175646997929606,9.75,12.975,90.61107660455488,87.94583333333333,94.175,579.8734472049689,525.5416666666666,676.1304347826087,14.827613871635611,13.204166666666666,15.704347826086956,595.6920289855072
BoRyeong ,Strawberry,1,17,2020-12-17,2,33.0,12.0,12.0,8.0,9.0,28.1,8.0,7,0.5915890269151142,-5.391304347826087,6.883333333333333,85.0988612836439,25.083333333333332,123.04166666666667,11.175646997929606,9.75,12.975,90.61107660455488,87.94583333333333,94.175,579.8734472049689,525.5416666666666,676.1304347826087,14.827613871635611,13.204166666666666,15.704347826086956,595.6920289855072
BoRyeong ,Strawberry,1,17,2020-12-17,3,32.0,13.0,13.0,10.0,8.0,25.3,7.0,7,0.5915890269151142,-5.391304347826087,6.883333333333333,85.0988612836439,25.083333333333332,123.04166666666667,11.175646997929606,9.75,12.975,90.61107660455488,87.94583333333333,94.175,579.8734472049689,525.5416666666666,676.1304347826087,14.827613871635611,13.204166666666666,15.704347826086956,595.6920289855072
BoRyeong ,Strawberry,1,17,2020-12-17,4,29.0,12.0,12.0,9.0,11.0,25.2,10.0,7,0.5915890269151142,-5.391304347826087,6.883333333333333,85.0988612836439,25.083333333333332,123.04166666666667,11.175646997929606,9.75,12.975,90.61107660455488,87.94583333333333,94.175,579.8734472049689,525.5416666666666,676.1304347826087,14.827613871635611,13.204166666666666,15.704347826086956,595.6920289855072
BoRyeong ,Strawberry,1,17,2020-12-24,1,32.0,7.0,14.0,9.0,12.0,26.7,7.0,7,0.6145378246992578,-2.536363636363636,5.420833333333333,103.31804539997817,47.083333333333336,158.35294117647058,10.910801880560838,9.773684210526316,12.847058823529412,89.2688196091834,84.96666666666667,93.83749999999999,620.9254462550571,534.4117647058823,659.5833333333334,14.740765205603774,14.133333333333333,15.676470588235293,723.2263177998473
BoRyeong ,Strawberry,1,17,2020-12-24,2,32.0,7.0,16.0,8.0,12.0,30.2,8.0,7,0.6145378246992578,-2.536363636363636,5.420833333333333,103.31804539997817,47.083333333333336,158.35294117647058,10.910801880560838,9.773684210526316,12.847058823529412,89.2688196091834,84.96666666666667,93.83749999999999,620.9254462550571,534.4117647058823,659.5833333333334,14.740765205603774,14.133333333333333,15.676470588235293,723.2263177998473
BoRyeong ,Strawberry,1,17,2020-12-24,3,31.0,8.0,12.0,9.0,10.0,32.1,7.0,7,0.6145378246992578,-2.536363636363636,5.420833333333333,103.31804539997817,47.083333333333336,158.35294117647058,10.910801880560838,9.773684210526316,12.847058823529412,89.2688196091834,84.96666666666667,93.83749999999999,620.9254462550571,534.4117647058823,659.5833333333334,14.740765205603774,14.133333333333333,15.676470588235293,723.2263177998473
BoRyeong ,Strawberry,1,17,2020-12-24,4,36.0,7.0,14.0,9.0,11.0,28.3,10.0,7,0.6145378246992578,-2.536363636363636,5.420833333333333,103.31804539997817,47.083333333333336,158.35294117647058,10.910801880560838,9.773684210526316,12.847058823529412,89.2688196091834,84.96666666666667,93.83749999999999,620.9254462550571,534.4117647058823,659.5833333333334,14.740765205603774,14.133333333333333,15.676470588235293,723.2263177998473
BoRyeong ,Strawberry,1,17,2021-02-05,4,30.0,7.0,12.0,9.0,10.0,29.5,6.0,7,0.5263528138528139,-5.529166666666666,7.363636363636363,121.32792207792208,33.04545454545455,163.08333333333334,12.717911255411256,11.595833333333333,13.700000000000001,88.40465367965369,85.43333333333334,95.0909090909091,508.5546536796537,450.5833333333333,551.4583333333334,15.712012987012987,15.159090909090908,16.083333333333332,849.2954545454546
BoRyeong ,Strawberry,1,17,2021-02-09,1,26.0,14.0,7.5,5.5,15.5,28.4,4.0,7,0.9285714285714286,-2.9375,7.0625,124.54166666666667,35.458333333333336,173.70833333333334,12.993452380952379,12.7125,13.483333333333334,87.9077380952381,84.3875,95.075,540.2380952380952,493.8333333333333,586.375,15.688690476190475,15.054166666666667,16.25,871.7916666666667
BoRyeong ,Strawberry,1,17,2021-02-09,2,25.5,12.0,6.5,5.5,14.5,31.7,4.0,7,0.9285714285714286,-2.9375,7.0625,124.54166666666667,35.458333333333336,173.70833333333334,12.993452380952379,12.7125,13.483333333333334,87.9077380952381,84.3875,95.075,540.2380952380952,493.8333333333333,586.375,15.688690476190475,15.054166666666667,16.25,871.7916666666667
BoRyeong ,Strawberry,1,17,2021-02-09,3,27.5,11.0,7.0,5.0,13.5,33.7,3.0,7,0.9285714285714286,-2.9375,7.0625,124.54166666666667,35.458333333333336,173.70833333333334,12.993452380952379,12.7125,13.483333333333334,87.9077380952381,84.3875,95.075,540.2380952380952,493.8333333333333,586.375,15.688690476190475,15.054166666666667,16.25,871.7916666666667
BoRyeong ,Strawberry,1,17,2021-02-09,4,27.5,12.0,7.5,6.0,12.5,30.7,4.5,7,0.9285714285714286,-2.9375,7.0625,124.54166666666667,35.458333333333336,173.70833333333334,12.993452380952379,12.7125,13.483333333333334,87.9077380952381,84.3875,95.075,540.2380952380952,493.8333333333333,586.375,15.688690476190475,15.054166666666667,16.25,871.7916666666667
BoRyeong ,Strawberry,1,17,2021-02-19,1,26.5,13.0,7.5,5.5,14.5,28.7,2.5,7,1.6048469387755102,-5.854166666666667,8.525,129.906462585034,61.375,183.5,12.796513605442176,9.704761904761906,14.674999999999999,87.49234693877553,83.1375,91.87083333333334,548.5484693877552,497.125,636.7142857142857,15.312670068027208,14.00952380952381,16.320833333333333,909.345238095238
BoRyeong ,Strawberry,1,17,2021-02-19,2,26.5,12.0,6.5,5.0,14.5,31.9,3.6666666666666665,7,1.6048469387755102,-5.854166666666667,8.525,129.906462585034,61.375,183.5,12.796513605442176,9.704761904761906,14.674999999999999,87.49234693877553,83.1375,91.87083333333334,548.5484693877552,497.125,636.7142857142857,15.312670068027208,14.00952380952381,16.320833333333333,909.345238095238
BoRyeong ,Strawberry,1,17,2021-02-19,3,28.5,12.0,6.5,4.5,15.5,33.9,2.0,7,1.6048469387755102,-5.854166666666667,8.525,129.906462585034,61.375,183.5,12.796513605442176,9.704761904761906,14.674999999999999,87.49234693877553,83.1375,91.87083333333334,548.5484693877552,497.125,636.7142857142857,15.312670068027208,14.00952380952381,16.320833333333333,909.345238095238
BoRyeong ,Strawberry,1,17,2021-02-19,4,28.5,14.0,7.0,5.0,12.5,31.2,4.5,7,1.6048469387755102,-5.854166666666667,8.525,129.906462585034,61.375,183.5,12.796513605442176,9.704761904761906,14.674999999999999,87.49234693877553,83.1375,91.87083333333334,548.5484693877552,497.125,636.7142857142857,15.312670068027208,14.00952380952381,16.320833333333333,909.345238095238
BoRyeong ,Strawberry,1,17,2021-02-26,1,27.5,14.0,7.5,5.5,14.5,28.9,2.0,7,5.977380952380953,0.6791666666666667,12.762500000000001,142.72619047619048,46.458333333333336,173.70833333333334,13.160119047619048,10.683333333333332,15.779166666666667,84.7672619047619,81.45833333333333,93.66666666666667,469.922619047619,420.375,569.4583333333334,15.102380952380951,13.166666666666666,17.1875,999.0833333333334
BoRyeong ,Strawberry,1,17,2021-02-26,2,27.0,13.0,7.0,5.0,12.0,32.2,2.75,7,5.977380952380953,0.6791666666666667,12.762500000000001,142.72619047619048,46.458333333333336,173.70833333333334,13.160119047619048,10.683333333333332,15.779166666666667,84.7672619047619,81.45833333333333,93.66666666666667,469.922619047619,420.375,569.4583333333334,15.102380952380951,13.166666666666666,17.1875,999.0833333333334
BoRyeong ,Strawberry,1,17,2021-02-26,3,25.5,14.0,5.5,4.5,13.5,34.2,1.5,7,5.977380952380953,0.6791666666666667,12.762500000000001,142.72619047619048,46.458333333333336,173.70833333333334,13.160119047619048,10.683333333333332,15.779166666666667,84.7672619047619,81.45833333333333,93.66666666666667,469.922619047619,420.375,569.4583333333334,15.102380952380951,13.166666666666666,17.1875,999.0833333333334
BoRyeong ,Strawberry,1,17,2021-02-26,4,26.5,12.0,5.5,4.5,11.5,31.5,2.5,7,5.977380952380953,0.6791666666666667,12.762500000000001,142.72619047619048,46.458333333333336,173.70833333333334,13.160119047619048,10.683333333333332,15.779166666666667,84.7672619047619,81.45833333333333,93.66666666666667,469.922619047619,420.375,569.4583333333334,15.102380952380951,13.166666666666666,17.1875,999.0833333333334
BoRyeong ,Strawberry,1,17,2021-03-05,1,25.0,15.0,6.5,5.0,12.5,29.2,1.0,7,6.695238095238096,3.029166666666667,9.429166666666667,120.25000000000001,15.291666666666666,186.375,12.886904761904761,11.725,14.241666666666667,85.83511904761905,78.53333333333333,97.44166666666666,445.27976190476187,413.875,475.2083333333333,14.336309523809524,13.429166666666667,14.924999999999999,841.7500000000001
BoRyeong ,Strawberry,1,17,2021-03-05,2,27.5,17.0,6.5,4.5,13.5,32.5,2.0,7,6.695238095238096,3.029166666666667,9.429166666666667,120.25000000000001,15.291666666666666,186.375,12.886904761904761,11.725,14.241666666666667,85.83511904761905,78.53333333333333,97.44166666666666,445.27976190476187,413.875,475.2083333333333,14.336309523809524,13.429166666666667,14.924999999999999,841.7500000000001
BoRyeong ,Strawberry,1,17,2021-03-05,3,26.5,17.0,6.5,5.0,14.5,34.6,1.0,7,6.695238095238096,3.029166666666667,9.429166666666667,120.25000000000001,15.291666666666666,186.375,12.886904761904761,11.725,14.241666666666667,85.83511904761905,78.53333333333333,97.44166666666666,445.27976190476187,413.875,475.2083333333333,14.336309523809524,13.429166666666667,14.924999999999999,841.7500000000001
BoRyeong ,Strawberry,1,17,2021-03-10,1,26.0,15.0,6.5,5.5,13.5,29.4,1.0,7,6.085119047619047,3.4416666666666664,8.700000000000001,141.4047619047619,80.83333333333333,192.33333333333334,13.383333333333331,12.858333333333334,14.612499999999999,85.07261904761904,81.06666666666666,89.0625,472.87499999999994,413.875,513.9583333333334,15.133928571428571,14.291666666666666,15.808333333333332,989.8333333333334
BoRyeong ,Strawberry,1,17,2021-03-10,2,28.0,17.0,6.5,5.0,14.5,32.7,2.0,7,6.085119047619047,3.4416666666666664,8.700000000000001,141.4047619047619,80.83333333333333,192.33333333333334,13.383333333333331,12.858333333333334,14.612499999999999,85.07261904761904,81.06666666666666,89.0625,472.87499999999994,413.875,513.9583333333334,15.133928571428571,14.291666666666666,15.808333333333332,989.8333333333334
